Date;Time;P1 Press A;P1 Press B;P1 Press;P1 Rate A;P1 Rate B;P1 Rate;P1 Vol A;P1 Vol B;P1 Cum Vol;P1 Delta Press;P2 Press A;P2 Press B;P2 Press;P2 Rate A;P2 Rate B;P2 Rate;P2 Vol A;P2 Vol B;P2 Cum Vol;P2 Delta Press;P3 Press A;P3 Press B;P3 Press;P3 Rate A;P3 Rate B;P3 Rate;P3 Vol A;P3 Vol B;P3 Cum Vol;P3 Delta Press;P4 Press A;P4 Press B;P4 Press;P4 Rate A;P4 Rate B;P4 Rate;P4 Vol A;P4 Vol B;P4 Cum Vol;P4 Delta Press
07-12-2018;02:43:03;38,3;38,5;38,3;0,03330;-0,00063;0,03330;9,840;0,082;8,740;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:44:43;38,1;38,4;38,1;0,03330;-0,00436;0,03330;9,895;0,082;8,796;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:46:23;38,2;38,4;38,2;0,03330;0,00072;0,03330;9,951;0,082;8,853;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:48:03;37,9;38,4;37,9;0,03330;0,00029;0,03330;10,006;0,083;8,909;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:49:43;38,4;38,1;38,4;0,03330;0,00072;0,03330;10,062;0,083;8,963;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:51:23;38,2;37,9;38,2;0,03330;0,00377;0,03330;10,117;0,083;9,019;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:53:03;38,1;38,3;38,1;0,03330;0,00177;0,03330;10,173;0,083;9,075;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:54:43;38,1;38,3;38,1;0,03330;-0,00175;0,03330;10,228;0,084;9,129;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:56:23;38,2;38,1;38,2;0,03330;0,00780;0,03330;10,284;0,084;9,185;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:58:03;38,4;38,3;38,4;0,03330;-0,00065;0,03330;10,339;0,084;9,241;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:59:43;38,4;38,3;38,4;0,03330;0,00339;0,03330;10,395;0,084;9,295;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:01:23;39,0;38,6;39,0;0,03330;-0,00048;0,03330;10,450;0,085;9,351;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:03:03;38,8;39,2;38,8;0,03330;-0,00170;0,03330;10,506;0,085;9,408;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:04:43;39,0;38,9;39,0;0,03330;0,00249;0,03330;10,561;0,085;9,464;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:06:23;39,3;39,1;39,3;0,03330;0,00274;0,03330;10,617;0,085;9,518;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:08:03;39,4;39,1;39,4;0,03330;0,00129;0,03330;10,672;0,086;9,574;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:09:43;39,3;39,7;39,3;0,03330;-0,00360;0,03330;10,728;0,086;9,630;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:11:23;39,9;39,8;39,9;0,03330;0,00365;0,03330;10,784;0,087;9,684;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:13:03;40,1;40,1;40,1;0,03330;-0,00431;0,03330;10,839;0,087;9,740;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:14:43;39,9;40,1;39,9;0,03330;0,00149;0,03330;10,894;0,087;9,796;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:16:23;40,7;40,4;40,7;0,03330;0,00092;0,03330;10,950;0,088;9,850;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:18:03;40,6;40,8;40,6;0,03330;0,00147;0,03330;11,005;0,088;9,906;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:19:43;41,1;41,2;41,1;0,03330;0,00500;0,03330;11,061;0,089;9,962;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:21:23;40,7;40,9;40,7;0,03330;0,00229;0,03330;11,116;0,088;10,019;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:23:03;41,5;41,5;41,5;0,03330;0,00007;0,03330;11,172;0,089;10,072;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:24:43;43,1;42,8;43,1;0,03330;0,00385;0,03330;11,228;0,089;10,129;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:26:23;43,2;43,5;43,2;0,03330;0,00137;0,03330;11,283;0,090;10,185;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:28:03;42,1;42,1;42,1;0,03330;-0,00376;0,03330;11,338;0,089;10,239;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:29:43;41,2;40,8;41,2;0,03330;0,00382;0,03330;11,394;0,089;10,295;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:31:23;40,8;40,9;40,8;0,03330;-0,00238;0,03330;11,449;0,089;10,351;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:33:03;40,4;40,4;40,4;0,03330;-0,00500;0,03330;11,505;0,089;10,407;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:34:43;40,4;40,0;40,4;0,03330;0,00302;0,03330;11,560;0,089;10,461;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:36:23;40,5;40,4;40,5;0,03330;0,00012;0,03330;11,616;0,089;10,517;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:38:03;40,3;40,5;40,3;0,03330;0,00500;0,03330;11,672;0,090;10,574;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:39:43;40,8;40,3;40,8;0,03330;-0,00090;0,03330;11,727;0,089;10,627;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:41:23;40,6;40,5;40,6;0,03330;0,00072;0,03330;11,782;0,090;10,684;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:43:03;40,7;40,5;40,7;0,03330;-0,00143;0,03330;11,838;0,090;10,740;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:44:43;40,6;40,4;40,6;0,03330;0,00299;0,03330;11,893;0,090;10,794;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:46:23;40,4;40,6;40,4;0,03330;-0,00376;0,03330;11,949;0,090;10,850;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:48:03;40,7;40,7;40,7;0,03330;-0,00040;0,03330;12,004;0,090;10,906;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:49:43;40,9;40,8;40,9;0,03330;0,00152;0,03330;12,060;0,091;10,962;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:51:23;40,6;40,7;40,6;0,03330;-0,00500;0,03330;12,116;0,091;11,016;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:53:03;40,8;40,8;40,8;0,03330;-0,00125;0,03330;12,171;0,091;11,072;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:54:43;41,0;40,4;41,0;0,03330;0,00097;0,03330;12,226;0,091;11,129;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:56:23;41,3;41,3;41,3;0,03330;-0,00030;0,03330;12,282;0,092;11,182;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:58:03;41,0;41,1;41,0;0,03330;0,00209;0,03330;12,337;0,092;11,239;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;03:59:43;41,3;41,4;41,3;0,03330;-0,00100;0,03330;12,393;0,092;11,295;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:01:23;41,1;41,3;41,1;0,03330;-0,00388;0,03330;12,448;0,092;11,349;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:03:03;41,6;41,3;41,6;0,03330;0,00352;0,03330;12,504;0,092;11,405;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:04:43;41,5;41,5;41,5;0,03330;-0,00050;0,03330;12,560;0,093;11,461;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:06:23;41,3;41,2;41,3;0,03330;-0,00476;0,03330;12,615;0,093;11,517;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:08:03;40,9;41,1;40,9;0,03330;0,00272;0,03330;12,671;0,093;11,571;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:09:43;40,8;40,5;40,8;0,03330;0,00427;0,03330;12,726;0,093;11,627;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:11:23;40,9;40,8;40,9;0,03330;0,00004;0,03330;12,781;0,093;11,684;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:13:03;40,8;40,6;40,8;0,03330;0,00147;0,03330;12,837;0,093;11,737;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:14:43;40,2;39,7;40,2;0,03330;0,00675;0,03330;12,893;0,093;11,794;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:16:23;39,8;40,2;39,8;0,03330;0,00359;0,03330;12,948;0,093;11,850;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:18:03;40,5;39,8;40,5;0,03330;0,00242;0,03330;13,004;0,093;11,906;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:19:43;40,4;40,5;40,4;0,03330;-0,00048;0,03330;13,059;0,093;11,960;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:21:23;39,8;40,3;39,8;0,03330;-0,00468;0,03330;13,115;0,093;12,016;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:23:03;39,9;39,9;39,9;0,03330;-0,00258;0,03330;13,170;0,093;12,072;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:24:43;39,6;39,9;39,6;0,03330;-0,00508;0,03330;13,225;0,093;12,126;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:26:23;39,5;39,4;39,5;0,03330;-0,00070;0,03330;13,281;0,093;12,182;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:28:03;39,8;39,8;39,8;0,03330;0,00104;0,03330;13,337;0,093;12,239;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:29:43;40,1;39,9;40,1;0,03330;-0,00438;0,03330;13,392;0,093;12,292;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:31:23;39,7;39,6;39,7;0,03330;0,00657;0,03330;13,448;0,093;12,349;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:33:03;39,6;39,4;39,6;0,03330;0,00505;0,03330;13,503;0,093;12,405;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:34:43;40,1;40,1;40,1;0,03330;0,00047;0,03330;13,559;0,093;12,461;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:36:23;39,7;39,6;39,7;0,03330;-0,00070;0,03330;13,614;0,093;12,515;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:38:03;39,2;39,2;39,2;0,03330;0,00329;0,03330;13,669;0,093;12,571;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:39:43;39,4;39,5;39,4;0,03330;-0,00025;0,03330;13,725;0,093;12,627;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:41:23;39,0;39,0;39,0;0,03330;-0,00500;0,03330;13,781;0,093;12,681;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:43:04;39,6;39,5;39,6;0,03330;0,00332;0,03330;13,836;0,093;12,737;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:44:44;40,4;40,1;40,4;0,03330;-0,00223;0,03330;13,892;0,093;12,794;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:46:24;39,7;39,6;39,7;0,03330;0,00149;0,03330;13,947;0,094;12,847;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:48:04;39,7;39,6;39,7;0,03330;-0,00350;0,03330;14,003;0,094;12,904;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:49:44;39,6;39,6;39,6;0,03330;0,00485;0,03330;14,058;0,094;12,960;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:51:24;40,1;39,9;40,1;0,03330;0,00515;0,03330;14,113;0,094;13,016;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:53:04;39,8;39,9;39,8;0,03330;-0,00856;0,03330;14,169;0,094;13,070;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:54:44;39,7;39,7;39,7;0,03330;0,00097;0,03330;14,225;0,094;13,126;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:56:24;39,8;39,8;39,8;0,03330;-0,00388;0,03330;14,280;0,094;13,182;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:58:04;39,9;39,6;39,9;0,03330;0,00234;0,03330;14,336;0,094;13,236;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;04:59:44;40,1;40,4;40,1;0,03330;0,00500;0,03330;14,391;0,095;13,292;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:01:24;39,8;40,0;39,8;0,03330;-0,00270;0,03330;14,447;0,095;13,348;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:03:04;40,0;39,9;40,0;0,03330;-0,00513;0,03330;14,502;0,095;13,405;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:04:44;40,5;40,4;40,5;0,03330;-0,00015;0,03330;14,557;0,095;13,458;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:06:24;41,4;41,3;41,4;0,03330;0,00292;0,03330;14,613;0,096;13,515;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:08:04;40,4;40,7;40,4;0,03330;-0,00501;0,03330;14,669;0,095;13,571;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:09:44;39,9;39,9;39,9;0,03330;-0,00133;0,03330;14,724;0,095;13,625;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:11:24;40,0;40,2;40,0;0,03330;-0,00406;0,03330;14,780;0,095;13,681;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:13:04;40,0;39,9;40,0;0,03330;-0,00500;0,03330;14,835;0,095;13,737;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:14:44;39,7;39,9;39,7;0,03330;0,00062;0,03330;14,891;0,095;13,791;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:16:24;39,7;39,8;39,7;0,03330;-0,00461;0,03330;14,946;0,095;13,847;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:18:04;39,4;39,4;39,4;0,03330;0,00099;0,03330;15,001;0,096;13,903;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:19:44;40,4;40,2;40,4;0,03330;0,00067;0,03330;15,057;0,096;13,960;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:21:24;40,6;41,1;40,6;0,03330;-0,00125;0,03330;15,113;0,096;14,013;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:23:04;41,1;41,2;41,1;0,03330;0,00017;0,03330;15,168;0,096;14,070;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:24:44;41,8;41,7;41,8;0,03330;0,00039;0,03330;15,224;0,096;14,126;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:26:24;40,1;40,0;40,1;0,03330;-0,00143;0,03330;15,279;0,095;14,180;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:28:04;39,8;40,0;39,8;0,03330;-0,00235;0,03330;15,335;0,095;14,236;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:29:44;40,1;39,6;40,1;0,03330;-0,00115;0,03330;15,390;0,095;14,292;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:31:24;39,6;39,5;39,6;0,03330;0,00224;0,03330;15,446;0,096;14,348;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:33:04;39,2;39,5;39,2;0,03330;0,00099;0,03330;15,501;0,096;14,402;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:34:44;39,8;39,7;39,8;0,03330;-0,00180;0,03330;15,557;0,096;14,458;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:36:24;40,0;39,6;40,0;0,03330;0,00354;0,03330;15,612;0,096;14,515;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:38:04;39,4;39,5;39,4;0,03330;0,00505;0,03330;15,668;0,096;14,568;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:39:44;40,3;39,9;40,3;0,03330;0,00202;0,03330;15,724;0,096;14,625;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:41:24;40,2;40,1;40,2;0,03330;-0,00213;0,03330;15,779;0,096;14,681;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:43:04;40,0;39,7;40,0;0,03330;0,00124;0,03330;15,834;0,096;14,735;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:44:44;40,1;40,2;40,1;0,03330;-0,00220;0,03330;15,890;0,095;14,791;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:46:24;40,1;39,8;40,1;0,03330;0,00184;0,03330;15,945;0,095;14,847;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:48:04;39,7;40,1;39,7;0,03330;-0,00205;0,03330;16,001;0,096;14,903;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:49:44;39,1;39,6;39,1;0,03330;0,00154;0,03330;16,056;0,095;14,957;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:51:24;39,4;39,4;39,4;0,03330;-0,00225;0,03330;16,112;0,095;15,013;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:53:04;39,5;39,6;39,5;0,03330;0,00417;0,03330;16,168;0,096;15,070;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:54:44;39,5;39,7;39,5;0,03330;-0,00421;0,03330;16,223;0,096;15,123;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:56:24;39,5;39,6;39,5;0,03330;-0,00678;0,03330;16,278;0,096;15,180;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:58:04;39,7;39,9;39,7;0,03330;-0,00240;0,03330;16,334;0,096;15,236;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;05:59:44;39,7;39,7;39,7;0,03330;0,00477;0,03330;16,389;0,096;15,290;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:01:24;39,7;39,9;39,7;0,03330;0,00282;0,03330;16,445;0,096;15,346;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:03:04;40,4;40,0;40,4;0,03330;0,00122;0,03330;16,501;0,096;15,402;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:04:44;39,7;39,3;39,7;0,03330;0,00372;0,03330;16,556;0,096;15,458;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:06:24;39,1;39,5;39,1;0,03330;-0,00355;0,03330;16,612;0,096;15,512;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:08:04;39,9;39,9;39,9;0,03330;-0,00045;0,03330;16,667;0,096;15,568;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:09:44;39,7;39,4;39,7;0,03330;-0,00310;0,03330;16,722;0,096;15,625;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:11:24;39,2;39,7;39,2;0,03330;0,00047;0,03330;16,778;0,096;15,678;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:13:04;39,8;39,7;39,8;0,03330;-0,00393;0,03330;16,833;0,096;15,735;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:14:44;40,1;39,3;40,1;0,03330;0,00172;0,03330;16,889;0,096;15,791;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:16:24;40,1;40,0;40,1;0,03330;-0,00378;0,03330;16,945;0,097;15,847;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:18:04;39,7;40,1;39,7;0,03330;-0,00295;0,03330;17,000;0,096;15,901;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:19:44;39,3;39,1;39,3;0,03330;0,00169;0,03330;17,056;0,096;15,957;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:21:24;39,2;39,1;39,2;0,03330;-0,00048;0,03330;17,111;0,096;16,013;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:23:04;39,0;39,0;39,0;0,03330;0,00197;0,03330;17,166;0,096;16,067;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:24:44;39,1;38,9;39,1;0,03330;0,00677;0,03330;17,222;0,096;16,123;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:26:24;39,3;39,2;39,3;0,03330;-0,00290;0,03330;17,277;0,096;16,180;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:28:04;39,2;39,1;39,2;0,03330;-0,00298;0,03330;17,333;0,095;16,233;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:29:44;39,3;39,2;39,3;0,03330;-0,00025;0,03330;17,389;0,096;16,290;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:31:24;39,9;40,2;39,9;0,03330;-0,00428;0,03330;17,444;0,096;16,346;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:33:04;40,7;40,8;40,7;0,03330;0,00109;0,03330;17,500;0,096;16,402;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:34:44;39,9;40,3;39,9;0,03330;-0,01016;0,03330;17,555;0,096;16,456;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:36:24;39,5;39,4;39,5;0,03330;0,00269;0,03330;17,610;0,095;16,512;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:38:04;39,2;39,0;39,2;0,03330;0,00785;0,03330;17,666;0,095;16,568;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:39:44;38,9;39,2;38,9;0,03330;0,00027;0,03330;17,721;0,095;16,622;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:41:24;39,6;39,6;39,6;0,03330;-0,00030;0,03330;17,777;0,095;16,678;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:43:04;40,5;40,3;40,5;0,03330;-0,00040;0,03330;17,833;0,096;16,734;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:44:44;39,1;39,5;39,1;0,03330;-0,00373;0,03330;17,888;0,095;16,788;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:46:24;39,3;38,8;39,3;0,03330;0,00630;0,03330;17,944;0,095;16,845;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:48:04;40,5;40,4;40,5;0,03330;-0,00260;0,03330;17,999;0,096;16,901;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:49:44;40,0;40,2;40,0;0,03330;-0,00020;0,03330;18,054;0,096;16,957;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:51:25;39,7;39,5;39,7;0,03330;-0,00611;0,03330;18,110;0,095;17,011;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:53:05;39,4;39,5;39,4;0,03330;0,00139;0,03330;18,165;0,095;17,067;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:54:45;39,4;39,3;39,4;0,03330;0,00795;0,03330;18,221;0,096;17,123;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:56:25;40,2;40,1;40,2;0,03330;0,00009;0,03330;18,277;0,096;17,177;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:58:05;39,2;39,3;39,2;0,03330;-0,00746;0,03330;18,332;0,096;17,233;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;06:59:45;39,3;39,4;39,3;0,03330;0,00039;0,03330;18,388;0,096;17,289;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;07:01:25;39,4;39,6;39,4;0,03330;0,00277;0,03330;18,443;0,096;17,346;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
